CHAMP1,CHAMP2,CHAMP1_POSITION,CHAMP2_POSITION,VICTORY,DEFEAT,TOTALPLAYED,PERCENTVICTORY,PERCENTDEFEAT,YEAR,SEASON,TEAM
Elise,Talon,JUNGLER,MID_LANER,1,2,3,0.3333333333333333,0.6666666666666666,2017,Summer,Blue
KogMaw,Sejuani,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Blue
Chogath,Cassiopeia,JUNGLER,MID_LANER,3,2,5,0.6,0.4,2017,Summer,Red
Chogath,Thresh,AD_CARRY,SUPPORT,2,4,6,0.3333333333333333,0.6666666666666666,2017,Summer,Red
Maokai,Orianna,JUNGLER,MID_LANER,7,6,13,0.5384615384615384,0.46153846153846156,2017,Summer,Blue
Maokai,TahmKench,JUNGLER,SUPPORT,1,1,2,0.5,0.5,2017,Summer,Blue
Sejuani,Syndra,JUNGLER,MID_LANER,8,6,14,0.5714285714285714,0.42857142857142855,2017,Summer,Blue
Jax,Maokai,TOP_LANER,JUNGLER,0,3,3,0.0,1.0,2017,Summer,Red
Chogath,Jayce,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Blue
Chogath,Lulu,JUNGLER,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Blue
Maokai,Trundle,JUNGLER,SUPPORT,2,0,2,1.0,0.0,2017,Summer,Blue
Kalista,Trundle,AD_CARRY,SUPPORT,3,3,6,0.5,0.5,2017,Summer,Blue
Gnar,Sejuani,TOP_LANER,JUNGLER,10,10,20,0.5,0.5,2017,Summer,Blue
Gnar,Chogath,TOP_LANER,JUNGLER,3,2,5,0.6,0.4,2017,Summer,Blue
Chogath,Alistar,JUNGLER,SUPPORT,2,2,4,0.5,0.5,2017,Summer,Blue
Sejuani,Vladimir,JUNGLER,MID_LANER,0,2,2,0.0,1.0,2017,Summer,Blue
Sejuani,Trundle,JUNGLER,SUPPORT,2,4,6,0.3333333333333333,0.6666666666666666,2017,Summer,Blue
Caitlyn,Trundle,AD_CARRY,SUPPORT,5,3,8,0.625,0.375,2017,Summer,Blue
Sejuani,Jayce,JUNGLER,MID_LANER,5,1,6,0.8333333333333334,0.16666666666666666,2017,Summer,Blue
Elise,Jayce,JUNGLER,MID_LANER,2,4,6,0.3333333333333333,0.6666666666666666,2017,Summer,Blue
Elise,Alistar,JUNGLER,SUPPORT,8,8,16,0.5,0.5,2017,Summer,Blue
Maokai,Chogath,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Summer,Red
Lucian,Alistar,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2017,Summer,Blue
JarvanIV,Trundle,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Red
Kalista,Trundle,AD_CARRY,SUPPORT,2,3,5,0.4,0.6,2017,Summer,Red
Camille,JarvanIV,TOP_LANER,JUNGLER,3,2,5,0.6,0.4,2017,Summer,Blue
Rumble,Gragas,TOP_LANER,JUNGLER,4,2,6,0.6666666666666666,0.3333333333333333,2017,Summer,Blue
Gragas,Trundle,JUNGLER,SUPPORT,5,0,5,1.0,0.0,2017,Summer,Blue
Maokai,Galio,JUNGLER,MID_LANER,1,4,5,0.2,0.8,2017,Summer,Red
Maokai,Braum,AD_CARRY,SUPPORT,3,4,7,0.42857142857142855,0.5714285714285714,2017,Summer,Red
Maokai,Cassiopeia,JUNGLER,MID_LANER,1,2,3,0.3333333333333333,0.6666666666666666,2017,Summer,Blue
Elise,Kayn,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Summer,Blue
Ashe,Alistar,AD_CARRY,SUPPORT,2,5,7,0.2857142857142857,0.7142857142857143,2017,Summer,Red
Sejuani,Orianna,JUNGLER,MID_LANER,12,6,18,0.6666666666666666,0.3333333333333333,2017,Summer,Blue
Khazix,Kennen,JUNGLER,SUPPORT,0,2,2,0.0,1.0,2017,Summer,Blue
Kalista,Kennen,AD_CARRY,SUPPORT,4,4,8,0.5,0.5,2017,Summer,Blue
Jhin,Alistar,AD_CARRY,SUPPORT,4,5,9,0.4444444444444444,0.5555555555555556,2017,Summer,Red
Gragas,Talon,JUNGLER,MID_LANER,2,0,2,1.0,0.0,2017,Summer,Blue
Maokai,Katarina,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Blue
Gnar,JarvanIV,TOP_LANER,JUNGLER,3,5,8,0.375,0.625,2017,Summer,Red
Sejuani,Janna,JUNGLER,SUPPORT,10,3,13,0.7692307692307693,0.23076923076923078,2017,Summer,Blue
JarvanIV,Trundle,JUNGLER,SUPPORT,1,1,2,0.5,0.5,2017,Summer,Blue
Rumble,Maokai,TOP_LANER,JUNGLER,1,3,4,0.25,0.75,2017,Summer,Red
JarvanIV,Viktor,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Red
Caitlyn,Janna,AD_CARRY,SUPPORT,4,2,6,0.6666666666666666,0.3333333333333333,2017,Summer,Blue
Rumble,Kayn,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2017,Summer,Red
Kayn,Syndra,JUNGLER,MID_LANER,3,0,3,1.0,0.0,2017,Summer,Red
Kayn,Alistar,AD_CARRY,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2017,Summer,Red
Gnar,Kayn,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Summer,Blue
Rengar,Alistar,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Red
Chogath,Kayn,TOP_LANER,JUNGLER,2,2,4,0.5,0.5,2017,Summer,Blue
Kayn,Leblanc,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2017,Summer,Blue
Kayn,Trundle,JUNGLER,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2017,Summer,Blue
Twitch,Trundle,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Blue
Xayah,Morgana,AD_CARRY,SUPPORT,1,4,5,0.2,0.8,2017,Summer,Red
Chogath,Sejuani,TOP_LANER,JUNGLER,12,8,20,0.6,0.4,2017,Summer,Blue
Sejuani,Azir,JUNGLER,MID_LANER,0,3,3,0.0,1.0,2017,Summer,Blue
Maokai,Nidalee,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2017,Summer,Red
Nidalee,Leblanc,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Summer,Red
Nidalee,Trundle,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Red
Xayah,Trundle,AD_CARRY,SUPPORT,2,4,6,0.3333333333333333,0.6666666666666666,2017,Summer,Red
Irelia,Gragas,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2017,Summer,Blue
Varus,Kennen,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Blue
Irelia,Warwick,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2017,Summer,Red
Warwick,Janna,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Red
Kled,JarvanIV,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2017,Summer,Red
JarvanIV,Azir,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Red
Kalista,Lulu,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Red
Chogath,Elise,TOP_LANER,JUNGLER,1,4,5,0.2,0.8,2017,Summer,Blue
Trundle,Gragas,TOP_LANER,JUNGLER,3,5,8,0.375,0.625,2017,Summer,Red
Galio,Kayn,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Summer,Blue
Maokai,Kassadin,JUNGLER,MID_LANER,1,2,3,0.3333333333333333,0.6666666666666666,2017,Summer,Red
Gnar,Poppy,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Summer,Blue
Poppy,Leblanc,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Blue
Poppy,Bard,JUNGLER,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Blue
Ekko,Draven,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2017,Summer,Blue
Draven,Nunu,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Summer,Blue
Draven,LeeSin,JUNGLER,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Blue
Heimerdinger,LeeSin,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Blue
Kayle,MasterYi,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Summer,Red
MasterYi,Orianna,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Red
MasterYi,Kled,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Red
Kalista,Kled,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Red
Yasuo,Malphite,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Summer,Blue
Malphite,Lux,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Blue
Malphite,LeeSin,JUNGLER,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Blue
Lucian,LeeSin,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Blue
Gragas,Nasus,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Summer,Red
Gragas,Vayne,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Red
Karthus,Vayne,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Red
Ashe,Taric,AD_CARRY,SUPPORT,3,2,5,0.6,0.4,2017,Summer,Blue
Xayah,Alistar,AD_CARRY,SUPPORT,7,8,15,0.4666666666666667,0.5333333333333333,2017,Summer,Red
Rumble,Maokai,TOP_LANER,JUNGLER,3,1,4,0.75,0.25,2017,Summer,Blue
Maokai,Lucian,JUNGLER,MID_LANER,2,1,3,0.6666666666666666,0.3333333333333333,2017,Summer,Blue
Tristana,Janna,AD_CARRY,SUPPORT,8,3,11,0.7272727272727273,0.2727272727272727,2017,Summer,Blue
Bard,Fiddlesticks,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Summer,Blue
Fiddlesticks,Kayn,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Blue
Fiddlesticks,Garen,JUNGLER,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Blue
Blitzcrank,Garen,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Blue
Shaco,Lulu,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2017,Summer,Red
Lulu,Twitch,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Summer,Red
Lulu,Gragas,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Red
Vayne,Gragas,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Red
Nocturne,Bard,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2017,Summer,Blue
Bard,Heimerdinger,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Summer,Blue
Bard,Gragas,JUNGLER,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Blue
LeeSin,Pantheon,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Summer,Red
Pantheon,KogMaw,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Red
Pantheon,TwistedFate,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Red
Thresh,TwistedFate,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Red
Maokai,Zac,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2017,Summer,Blue
Zac,Janna,JUNGLER,SUPPORT,3,2,5,0.6,0.4,2017,Summer,Blue
Chogath,Poppy,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2017,Summer,Red
Poppy,Galio,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Red
Poppy,Annie,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Red
Kalista,Annie,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Red
Zac,Karma,JUNGLER,SUPPORT,6,5,11,0.5454545454545454,0.45454545454545453,2017,Summer,Blue
Tristana,Karma,AD_CARRY,SUPPORT,2,4,6,0.3333333333333333,0.6666666666666666,2017,Summer,Blue
Poppy,Vladimir,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Summer,Red
Poppy,Trundle,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Red
Shen,Poppy,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2017,Summer,Red
Poppy,Syndra,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Summer,Red
Poppy,Rakan,AD_CARRY,SUPPORT,2,0,2,1.0,0.0,2017,Summer,Red
Gragas,Talon,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Red
Gragas,Trundle,AD_CARRY,SUPPORT,2,2,4,0.5,0.5,2017,Summer,Red
Zac,Kassadin,JUNGLER,MID_LANER,3,4,7,0.42857142857142855,0.5714285714285714,2017,Summer,Blue
Rumble,Poppy,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2017,Summer,Red
Poppy,Lucian,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Summer,Red
Gragas,Zac,TOP_LANER,JUNGLER,1,2,3,0.3333333333333333,0.6666666666666666,2017,Summer,Red
Zac,Talon,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Red
Zac,TahmKench,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2017,Summer,Red
Sivir,TahmKench,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Red
Camille,JarvanIV,TOP_LANER,JUNGLER,1,2,3,0.3333333333333333,0.6666666666666666,2017,Summer,Red
Sivir,Morgana,AD_CARRY,SUPPORT,3,0,3,1.0,0.0,2017,Summer,Red
JarvanIV,Leblanc,JUNGLER,MID_LANER,3,0,3,1.0,0.0,2017,Summer,Red
JarvanIV,Cassiopeia,JUNGLER,MID_LANER,5,1,6,0.8333333333333334,0.16666666666666666,2017,Summer,Blue
Ashe,Trundle,AD_CARRY,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2017,Summer,Blue
Sejuani,Rakan,JUNGLER,SUPPORT,9,7,16,0.5625,0.4375,2017,Summer,Blue
Jhin,Rakan,AD_CARRY,SUPPORT,3,2,5,0.6,0.4,2017,Summer,Blue
Zac,Syndra,JUNGLER,MID_LANER,1,4,5,0.2,0.8,2017,Summer,Red
Gragas,Leblanc,JUNGLER,MID_LANER,5,2,7,0.7142857142857143,0.2857142857142857,2017,Summer,Blue
Gnar,Rengar,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2017,Summer,Red
Rengar,Blitzcrank,AD_CARRY,SUPPORT,2,0,2,1.0,0.0,2017,Summer,Red
Camille,Elise,TOP_LANER,JUNGLER,7,3,10,0.7,0.3,2017,Summer,Blue
Trundle,Nunu,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Summer,Blue
Ashe,Rakan,AD_CARRY,SUPPORT,5,3,8,0.625,0.375,2017,Summer,Red
Sejuani,Lulu,JUNGLER,SUPPORT,5,5,10,0.5,0.5,2017,Summer,Blue
Renekton,Sejuani,TOP_LANER,JUNGLER,2,3,5,0.4,0.6,2017,Summer,Blue
Elise,Vladimir,JUNGLER,MID_LANER,0,2,2,0.0,1.0,2017,Summer,Red
Chogath,Kayn,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2017,Summer,Red
Kayn,Cassiopeia,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Red
Sivir,Alistar,AD_CARRY,SUPPORT,3,3,6,0.5,0.5,2017,Summer,Blue
Sejuani,Trundle,AD_CARRY,SUPPORT,1,4,5,0.2,0.8,2017,Summer,Red
KogMaw,Morgana,AD_CARRY,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2017,Summer,Blue
Draven,Alistar,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2017,Summer,Red
JarvanIV,Syndra,JUNGLER,MID_LANER,4,3,7,0.5714285714285714,0.42857142857142855,2017,Summer,Red
Trundle,Rumble,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Summer,Red
Rumble,Syndra,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Red
Rumble,Alistar,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Red
Maokai,Sejuani,TOP_LANER,JUNGLER,4,10,14,0.2857142857142857,0.7142857142857143,2017,Summer,Blue
Sivir,Rakan,AD_CARRY,SUPPORT,2,2,4,0.5,0.5,2017,Summer,Red
Gnar,Ivern,TOP_LANER,JUNGLER,3,1,4,0.75,0.25,2017,Summer,Red
Ivern,Alistar,AD_CARRY,SUPPORT,2,0,2,1.0,0.0,2017,Summer,Red
Xayah,Trundle,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2017,Summer,Blue
KogMaw,Morgana,AD_CARRY,SUPPORT,1,2,3,0.3333333333333333,0.6666666666666666,2015,Spring,Blue
Shyvana,Sejuani,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2015,Spring,Red
Shyvana,Sejuani,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2015,Spring,Blue
Hecarim,Gragas,TOP_LANER,JUNGLER,2,4,6,0.3333333333333333,0.6666666666666666,2015,Spring,Red
Gragas,Ziggs,JUNGLER,MID_LANER,1,2,3,0.3333333333333333,0.6666666666666666,2015,Spring,Red
Shyvana,Gragas,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2015,Spring,Blue
Urgot,Thresh,AD_CARRY,SUPPORT,3,0,3,1.0,0.0,2015,Spring,Blue
Sejuani,Cassiopeia,JUNGLER,MID_LANER,2,3,5,0.4,0.6,2015,Spring,Red
Gragas,Vladimir,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2015,Spring,Red
Nunu,Xerath,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2015,Spring,Blue
Urgot,Alistar,AD_CARRY,SUPPORT,4,1,5,0.8,0.2,2015,Spring,Blue
Nunu,Ryze,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2015,Spring,Blue
Jinx,Nautilus,AD_CARRY,SUPPORT,0,2,2,0.0,1.0,2015,Spring,Blue
Lucian,Annie,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2015,Spring,Blue
Gnar,Gragas,TOP_LANER,JUNGLER,4,1,5,0.8,0.2,2015,Spring,Red
Gragas,Azir,JUNGLER,MID_LANER,1,2,3,0.3333333333333333,0.6666666666666666,2015,Spring,Red
Urgot,Nautilus,AD_CARRY,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2015,Spring,Red
Gnar,Sejuani,TOP_LANER,JUNGLER,2,4,6,0.3333333333333333,0.6666666666666666,2015,Spring,Red
Corki,Alistar,AD_CARRY,SUPPORT,2,0,2,1.0,0.0,2015,Spring,Blue
Irelia,Sejuani,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2015,Spring,Red
Gnar,Sion,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2015,Spring,Blue
Sion,Azir,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2015,Spring,Blue
Sion,Morgana,JUNGLER,SUPPORT,0,1,1,0.0,1.0,2015,Spring,Blue
Urgot,Thresh,AD_CARRY,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2015,Spring,Red
DrMundo,JarvanIV,TOP_LANER,JUNGLER,1,3,4,0.25,0.75,2015,Spring,Red
JarvanIV,Jayce,JUNGLER,MID_LANER,2,4,6,0.3333333333333333,0.6666666666666666,2015,Spring,Red
JarvanIV,Nami,AD_CARRY,SUPPORT,6,9,15,0.4,0.6,2015,Spring,Red
Rumble,Khazix,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2015,Spring,Blue
Khazix,Ahri,JUNGLER,MID_LANER,1,3,4,0.25,0.75,2015,Spring,Blue
Khazix,Braum,JUNGLER,SUPPORT,2,4,6,0.3333333333333333,0.6666666666666666,2015,Spring,Blue
Kalista,Braum,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2015,Spring,Blue
Rumble,Pantheon,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2015,Spring,Blue
Pantheon,Kassadin,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2015,Spring,Blue
Pantheon,Thresh,JUNGLER,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2015,Spring,Blue
Jayce,Elise,TOP_LANER,JUNGLER,0,2,2,0.0,1.0,2015,Spring,Red
Elise,Xerath,JUNGLER,MID_LANER,0,2,2,0.0,1.0,2015,Spring,Red
Elise,Leona,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2015,Spring,Red
LeeSin,Syndra,JUNGLER,MID_LANER,1,3,4,0.25,0.75,2015,Spring,Blue
Gnar,Pantheon,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2015,Spring,Red
Pantheon,Lissandra,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2015,Spring,Red
Pantheon,Nami,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2015,Spring,Red
Kassadin,Rengar,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2015,Spring,Red
Kassadin,LeeSin,TOP_LANER,JUNGLER,2,1,3,0.6666666666666666,0.3333333333333333,2015,Spring,Red
LeeSin,Fizz,JUNGLER,MID_LANER,2,0,2,1.0,0.0,2015,Spring,Red
LeeSin,Syndra,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2015,Spring,Red
Sivir,Syndra,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2015,Spring,Red
LeeSin,Fizz,JUNGLER,MID_LANER,1,2,3,0.3333333333333333,0.6666666666666666,2015,Spring,Blue
Sion,JarvanIV,TOP_LANER,JUNGLER,3,3,6,0.5,0.5,2015,Spring,Blue
Rengar,Jayce,JUNGLER,MID_LANER,0,2,2,0.0,1.0,2015,Spring,Blue
Rengar,Morgana,JUNGLER,SUPPORT,0,1,1,0.0,1.0,2015,Spring,Blue
Twitch,Morgana,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2015,Spring,Blue
Lulu,JarvanIV,TOP_LANER,JUNGLER,3,1,4,0.75,0.25,2015,Spring,Blue
Tristana,Annie,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2015,Spring,Red
Sivir,Sejuani,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2015,Spring,Red
Sivir,Braum,AD_CARRY,SUPPORT,1,4,5,0.2,0.8,2015,Spring,Blue
LeeSin,Braum,JUNGLER,SUPPORT,2,2,4,0.5,0.5,2015,Spring,Blue
Lulu,Rengar,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2015,Spring,Blue
Rengar,Orianna,JUNGLER,MID_LANER,3,1,4,0.75,0.25,2015,Spring,Blue
DrMundo,LeeSin,TOP_LANER,JUNGLER,2,2,4,0.5,0.5,2015,Spring,Blue
LeeSin,Morgana,JUNGLER,SUPPORT,3,3,6,0.5,0.5,2015,Spring,Blue
Kassadin,JarvanIV,TOP_LANER,JUNGLER,4,1,5,0.8,0.2,2015,Spring,Blue
Rengar,Thresh,JUNGLER,SUPPORT,0,1,1,0.0,1.0,2015,Spring,Blue
LeeSin,Jayce,JUNGLER,MID_LANER,1,4,5,0.2,0.8,2015,Spring,Red
Corki,Nami,AD_CARRY,SUPPORT,8,11,19,0.42105263157894735,0.5789473684210527,2015,Spring,Red
LeeSin,Veigar,JUNGLER,SUPPORT,0,1,1,0.0,1.0,2015,Spring,Blue
Sivir,Veigar,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2015,Spring,Blue
Corki,Lulu,AD_CARRY,SUPPORT,1,3,4,0.25,0.75,2015,Spring,Red
Rengar,Ezreal,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2015,Spring,Blue
Ezreal,Janna,AD_CARRY,SUPPORT,4,3,7,0.5714285714285714,0.42857142857142855,2015,Spring,Blue
Ezreal,Nami,AD_CARRY,SUPPORT,0,2,2,0.0,1.0,2015,Spring,Red
LeeSin,Cassiopeia,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2015,Spring,Red
DrMundo,RekSai,TOP_LANER,JUNGLER,3,2,5,0.6,0.4,2015,Spring,Red
LeeSin,Lissandra,JUNGLER,MID_LANER,4,2,6,0.6666666666666666,0.3333333333333333,2015,Spring,Blue
JarvanIV,Karma,JUNGLER,SUPPORT,2,0,2,1.0,0.0,2015,Spring,Blue
Sivir,Karma,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2015,Spring,Blue
Caitlyn,Janna,AD_CARRY,SUPPORT,4,2,6,0.6666666666666666,0.3333333333333333,2015,Spring,Blue
Rengar,LeeSin,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2015,Spring,Red
RekSai,Azir,JUNGLER,MID_LANER,4,0,4,1.0,0.0,2015,Spring,Red
LeeSin,Jayce,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2015,Spring,Blue
Draven,Janna,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2015,Spring,Blue
Ezreal,Leona,AD_CARRY,SUPPORT,2,0,2,1.0,0.0,2015,Spring,Blue
JarvanIV,Lux,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2015,Spring,Red
Morgana,LeeSin,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2015,Spring,Red
Nidalee,Lulu,JUNGLER,MID_LANER,0,2,2,0.0,1.0,2015,Spring,Red
Nidalee,JarvanIV,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2015,Spring,Blue
Maokai,Khazix,TOP_LANER,JUNGLER,0,4,4,0.0,1.0,2015,Spring,Blue
Khazix,Leblanc,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2015,Spring,Blue
Khazix,Leona,JUNGLER,SUPPORT,0,1,1,0.0,1.0,2015,Spring,Blue
Nunu,Ezreal,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2015,Spring,Blue
RekSai,Veigar,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2015,Spring,Red
Corki,Veigar,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2015,Spring,Red
JarvanIV,Veigar,JUNGLER,SUPPORT,2,0,2,1.0,0.0,2015,Spring,Blue
Nidalee,Kassadin,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2015,Spring,Red
Nidalee,Alistar,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2015,Spring,Red
Nidalee,Xerath,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2015,Spring,Blue
Hecarim,JarvanIV,TOP_LANER,JUNGLER,0,4,4,0.0,1.0,2015,Spring,Red
Hecarim,Rengar,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2015,Spring,Blue
Hecarim,LeeSin,TOP_LANER,JUNGLER,0,5,5,0.0,1.0,2015,Spring,Red
JarvanIV,Karthus,JUNGLER,MID_LANER,2,1,3,0.6666666666666666,0.3333333333333333,2015,Spring,Red
RekSai,Karthus,JUNGLER,MID_LANER,2,3,5,0.4,0.6,2015,Spring,Blue
Rengar,Viktor,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2015,Spring,Red
LeeSin,Viktor,JUNGLER,MID_LANER,1,2,3,0.3333333333333333,0.6666666666666666,2015,Spring,Red
Vi,Xerath,JUNGLER,MID_LANER,2,0,2,1.0,0.0,2015,Spring,Blue
Lulu,JarvanIV,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2015,Spring,Red
Vi,Leona,JUNGLER,SUPPORT,1,0,1,1.0,0.0,2015,Spring,Blue
Ezreal,Leona,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2015,Spring,Red
