CHAMP1,CHAMP2,Year,Season,Team,CHAMP1_POS,CHAMP2_POS,Total_Played,Wins
Kennen,Gragas,2017,Summer,blue,Top,Jungle,9,8
Kennen,Rengar,2017,Summer,blue,Top,Jungle,2,2
Jayce,Elise,2017,Summer,blue,Top,Jungle,19,11
JarvanIV,Ivern,2017,Summer,blue,Top,Jungle,3,2
Rumble,Elise,2017,Summer,blue,Top,Jungle,16,7
Gragas,LeeSin,2017,Summer,blue,Top,Jungle,20,12
Galio,Graves,2017,Summer,blue,Top,Jungle,12,3
Shen,RekSai,2017,Summer,blue,Top,Jungle,17,9
Fiora,Khazix,2017,Summer,blue,Top,Jungle,3,2
Kennen,Nidalee,2017,Summer,blue,Top,Jungle,3,1
Kled,Elise,2017,Summer,blue,Top,Jungle,26,14
Gragas,Ivern,2017,Summer,blue,Top,Jungle,3,0
Galio,Khazix,2017,Summer,blue,Top,Jungle,10,6
Galio,Gragas,2017,Summer,blue,Top,Jungle,9,4
Gragas,Rengar,2017,Summer,blue,Top,Jungle,6,0
JarvanIV,Gragas,2017,Summer,blue,Top,Jungle,32,22
Fiora,RekSai,2017,Summer,blue,Top,Jungle,2,0
Renekton,Nidalee,2017,Summer,blue,Top,Jungle,6,4
Rumble,Khazix,2017,Summer,blue,Top,Jungle,16,9
JarvanIV,RekSai,2017,Summer,blue,Top,Jungle,16,6
Kled,RekSai,2017,Summer,blue,Top,Jungle,5,5
Galio,Elise,2017,Summer,blue,Top,Jungle,16,10
Renekton,RekSai,2017,Summer,blue,Top,Jungle,14,5
Kled,Gragas,2017,Summer,blue,Top,Jungle,18,8
JarvanIV,Olaf,2017,Summer,blue,Top,Jungle,5,4
Rumble,RekSai,2017,Summer,blue,Top,Jungle,29,16
Shen,Olaf,2017,Summer,blue,Top,Jungle,10,5
Galio,Rengar,2017,Summer,blue,Top,Jungle,4,3
Kennen,JarvanIV,2017,Summer,blue,Top,Jungle,2,1
Rumble,Nunu,2017,Summer,blue,Top,Jungle,2,2
Kled,Khazix,2017,Summer,blue,Top,Jungle,2,1
Renekton,Olaf,2017,Summer,blue,Top,Jungle,5,2
JarvanIV,Khazix,2017,Summer,blue,Top,Jungle,19,14
Jax,LeeSin,2017,Summer,blue,Top,Jungle,3,1
Camille,LeeSin,2017,Summer,blue,Top,Jungle,7,3
Renekton,Khazix,2017,Summer,blue,Top,Jungle,16,12
Gragas,RekSai,2017,Summer,blue,Top,Jungle,12,3
Kled,Nidalee,2017,Summer,blue,Top,Jungle,2,2
Kled,Zac,2017,Summer,blue,Top,Jungle,7,3
Kennen,RekSai,2017,Summer,blue,Top,Jungle,8,1
JarvanIV,Graves,2017,Summer,blue,Top,Jungle,5,2
Gnar,Gragas,2017,Summer,blue,Top,Jungle,42,31
Gnar,RekSai,2017,Summer,blue,Top,Jungle,10,5
Renekton,Nunu,2017,Summer,blue,Top,Jungle,1,1
JarvanIV,Nidalee,2017,Summer,blue,Top,Jungle,2,1
Gnar,Maokai,2017,Summer,blue,Top,Jungle,9,5
Camille,Gragas,2017,Summer,blue,Top,Jungle,13,13
Kled,Nunu,2017,Summer,blue,Top,Jungle,1,1
JarvanIV,Nunu,2017,Summer,blue,Top,Jungle,2,2
Gnar,Elise,2017,Summer,blue,Top,Jungle,16,9
Rumble,Olaf,2017,Summer,blue,Top,Jungle,6,2
Maokai,Kayn,2017,Summer,blue,Top,Jungle,4,4
Chogath,Maokai,2017,Summer,blue,Top,Jungle,7,4
JarvanIV,Chogath,2017,Summer,blue,Top,Jungle,4,2
JarvanIV,Maokai,2017,Summer,blue,Top,Jungle,16,12
JarvanIV,Sejuani,2017,Summer,blue,Top,Jungle,23,16
Maokai,Graves,2017,Summer,blue,Top,Jungle,2,1
Camille,Chogath,2017,Summer,blue,Top,Jungle,1,1
Renekton,JarvanIV,2017,Summer,blue,Top,Jungle,8,4
Rumble,JarvanIV,2017,Summer,blue,Top,Jungle,12,7
Maokai,LeeSin,2017,Summer,blue,Top,Jungle,2,0
Poppy,Elise,2017,Summer,blue,Top,Jungle,6,4
Maokai,Nunu,2017,Summer,blue,Top,Jungle,3,1
Shen,Zac,2017,Summer,blue,Top,Jungle,16,10
Shen,Nunu,2017,Summer,blue,Top,Jungle,1,0
Chogath,Rengar,2017,Summer,blue,Top,Jungle,1,0
Kennen,Chogath,2017,Summer,blue,Top,Jungle,2,0
Jayce,Zac,2017,Summer,blue,Top,Jungle,4,0
Maokai,Gragas,2017,Summer,blue,Top,Jungle,11,6
Chogath,Gragas,2017,Summer,blue,Top,Jungle,27,17
Chogath,JarvanIV,2017,Summer,blue,Top,Jungle,18,9
Kled,Maokai,2017,Summer,blue,Top,Jungle,5,3
Galio,JarvanIV,2017,Summer,blue,Top,Jungle,3,3
Gnar,JarvanIV,2017,Summer,blue,Top,Jungle,12,4
Renekton,Maokai,2017,Summer,blue,Top,Jungle,3,2
Shen,Maokai,2017,Summer,blue,Top,Jungle,7,2
Poppy,Maokai,2017,Summer,blue,Top,Jungle,2,1
Nasus,Maokai,2017,Summer,blue,Top,Jungle,1,0
Camille,Maokai,2017,Summer,blue,Top,Jungle,1,0
Chogath,Zac,2017,Summer,blue,Top,Jungle,5,5
Gnar,Zac,2017,Summer,blue,Top,Jungle,14,9
Maokai,Rengar,2017,Summer,blue,Top,Jungle,3,3
Nautilus,JarvanIV,2017,Summer,blue,Top,Jungle,1,1
Shen,JarvanIV,2017,Summer,blue,Top,Jungle,8,3
Poppy,Gragas,2017,Summer,blue,Top,Jungle,4,1
Maokai,JarvanIV,2017,Summer,blue,Top,Jungle,13,9
Trundle,Gragas,2017,Summer,blue,Top,Jungle,9,6
JarvanIV,Nocturne,2017,Summer,blue,Top,Jungle,1,0
Jax,Maokai,2017,Summer,blue,Top,Jungle,3,1
Shen,Sejuani,2017,Summer,blue,Top,Jungle,11,7
Camille,Zac,2017,Summer,blue,Top,Jungle,7,6
Rumble,Sejuani,2017,Summer,blue,Top,Jungle,13,6
Maokai,Nidalee,2017,Summer,blue,Top,Jungle,2,2
Jayce,Gragas,2017,Summer,blue,Top,Jungle,13,8
Jax,Sejuani,2017,Summer,blue,Top,Jungle,5,4
Trundle,JarvanIV,2017,Summer,blue,Top,Jungle,3,0
Jax,Elise,2015,Spring,blue,Top,Jungle,2,2
Cassiopeia,LeeSin,2015,Spring,blue,Top,Jungle,1,0
Jax,Vi,2015,Spring,blue,Top,Jungle,1,1
Azir,LeeSin,2015,Spring,blue,Top,Jungle,1,1
Rumble,Olaf,2015,Spring,blue,Top,Jungle,1,1
Azir,JarvanIV,2015,Spring,blue,Top,Jungle,2,1
Lissandra,Rengar,2015,Spring,blue,Top,Jungle,3,3
Cassiopeia,JarvanIV,2015,Spring,blue,Top,Jungle,2,0
Lissandra,Elise,2015,Spring,blue,Top,Jungle,1,0
Gnar,Nidalee,2015,Spring,blue,Top,Jungle,7,7
Irelia,LeeSin,2015,Spring,blue,Top,Jungle,6,2
Rumble,Rengar,2015,Spring,blue,Top,Jungle,4,1
Kassadin,LeeSin,2015,Spring,blue,Top,Jungle,5,1
Kennen,Nidalee,2015,Spring,blue,Top,Jungle,1,0
Morgana,Nidalee,2015,Spring,blue,Top,Jungle,1,1
Rumble,LeeSin,2015,Spring,blue,Top,Jungle,9,3
Lissandra,Nidalee,2015,Spring,blue,Top,Jungle,1,0
Maokai,Olaf,2015,Spring,blue,Top,Jungle,1,0
Morgana,JarvanIV,2015,Spring,blue,Top,Jungle,4,2
Maokai,LeeSin,2015,Spring,blue,Top,Jungle,15,7
Kennen,Sejuani,2015,Spring,blue,Top,Jungle,3,3
Morgana,Rengar,2015,Spring,blue,Top,Jungle,1,1
Morgana,Sejuani,2015,Spring,blue,Top,Jungle,1,1
Kennen,Hecarim,2015,Spring,blue,Top,Jungle,1,0
JarvanIV,RekSai,2015,Spring,blue,Top,Jungle,1,0
Maokai,Nunu,2015,Spring,blue,Top,Jungle,4,1
Yorick,Nunu,2015,Spring,blue,Top,Jungle,1,1
Renekton,RekSai,2015,Spring,blue,Top,Jungle,1,0
Gnar,Nunu,2015,Spring,blue,Top,Jungle,8,2
Fizz,Nidalee,2015,Spring,blue,Top,Jungle,2,0
Chogath,RekSai,2015,Spring,blue,Top,Jungle,2,2
Diana,Vi,2015,Spring,blue,Top,Jungle,1,0
Irelia,Sejuani,2015,Spring,blue,Top,Jungle,4,1
Maokai,Nunu,2015,Summer,blue,Top,Jungle,8,3
Gnar,Sejuani,2015,Summer,blue,Top,Jungle,6,1
Gnar,Evelynn,2015,Summer,blue,Top,Jungle,4,1
Hecarim,Sejuani,2015,Summer,blue,Top,Jungle,6,4
Ryze,Evelynn,2015,Summer,blue,Top,Jungle,5,3
Ryze,Gragas,2015,Summer,blue,Top,Jungle,10,6
Jax,Evelynn,2015,Summer,blue,Top,Jungle,1,1
Nocturne,Gragas,2015,Summer,blue,Top,Jungle,1,1
DrMundo,RekSai,2015,Summer,blue,Top,Jungle,1,0
Rumble,Ekko,2015,Summer,blue,Top,Jungle,4,1
Maokai,Ekko,2015,Summer,blue,Top,Jungle,9,4
Ryze,Ekko,2015,Summer,blue,Top,Jungle,6,3
Shen,LeeSin,2015,Summer,blue,Top,Jungle,7,5
Vladimir,Ekko,2015,Summer,blue,Top,Jungle,1,0
Fizz,Nunu,2015,Summer,blue,Top,Jungle,1,1
Ekko,Gragas,2015,Summer,blue,Top,Jungle,2,2
Lulu,RekSai,2015,Summer,blue,Top,Jungle,8,6
Ryze,Olaf,2015,Summer,blue,Top,Jungle,1,1
Lulu,Rengar,2015,Summer,blue,Top,Jungle,1,0
Shyvana,RekSai,2015,Summer,blue,Top,Jungle,4,3
Ryze,RekSai,2015,Summer,blue,Top,Jungle,10,6
Lulu,Gragas,2015,Summer,blue,Top,Jungle,4,1
Lulu,Nunu,2015,Summer,blue,Top,Jungle,1,1
Shen,Nidalee,2015,Summer,blue,Top,Jungle,5,2
Shyvana,Gragas,2015,Summer,blue,Top,Jungle,4,3
Maokai,JarvanIV,2015,Summer,blue,Top,Jungle,3,3
Jax,RekSai,2015,Summer,blue,Top,Jungle,3,1
TahmKench,Gragas,2015,Summer,blue,Top,Jungle,1,1
Galio,RekSai,2015,Summer,blue,Top,Jungle,1,0
Sion,Udyr,2015,Spring,blue,Top,Jungle,3,3
Maokai,Shaco,2015,Spring,blue,Top,Jungle,1,1
LeeSin,Olaf,2015,Spring,blue,Top,Jungle,1,0
Shen,Gragas,2015,Spring,blue,Top,Jungle,1,0
LeeSin,Nunu,2015,Spring,blue,Top,Jungle,1,0
Vladimir,RekSai,2015,Spring,blue,Top,Jungle,3,1
Shyvana,LeeSin,2015,Spring,blue,Top,Jungle,1,1
Shyvana,RekSai,2015,Spring,blue,Top,Jungle,1,0
Rumble,Gragas,2015,Spring,blue,Top,Jungle,2,2
Fizz,LeeSin,2015,Summer,blue,Top,Jungle,1,1
Trundle,Evelynn,2015,Summer,blue,Top,Jungle,1,0
Rumble,Elise,2015,Summer,blue,Top,Jungle,2,2
Maokai,Elise,2015,Summer,blue,Top,Jungle,10,6
Olaf,LeeSin,2015,Summer,blue,Top,Jungle,3,1
Riven,Elise,2015,Summer,blue,Top,Jungle,2,2
Rumble,Olaf,2015,Summer,blue,Top,Jungle,4,4
Gangplank,Evelynn,2015,Summer,blue,Top,Jungle,1,0
Lulu,Elise,2015,Summer,blue,Top,Jungle,2,1
Fizz,Elise,2015,Summer,blue,Top,Jungle,3,3
Trundle,Gragas,2015,Summer,blue,Top,Jungle,1,0
Olaf,RekSai,2015,Summer,blue,Top,Jungle,3,1
Gangplank,Elise,2015,Summer,blue,Top,Jungle,2,2
Gangplank,Gragas,2015,Summer,blue,Top,Jungle,2,1
Hecarim,Elise,2015,Summer,blue,Top,Jungle,3,1
Gangplank,LeeSin,2015,Summer,blue,Top,Jungle,3,1
Olaf,Zac,2016,Spring,blue,Top,Jungle,1,1
Shen,Graves,2016,Spring,blue,Top,Jungle,4,3
Kennen,Elise,2016,Spring,blue,Top,Jungle,2,0
Shen,Kindred,2016,Spring,blue,Top,Jungle,3,2
Lissandra,Elise,2016,Spring,blue,Top,Jungle,9,2
TahmKench,LeeSin,2016,Spring,blue,Top,Jungle,2,1
Zac,RekSai,2016,Spring,blue,Top,Jungle,1,0
Gnar,Kindred,2016,Spring,blue,Top,Jungle,3,2
Graves,LeeSin,2016,Spring,blue,Top,Jungle,3,3
Lulu,Udyr,2016,Spring,blue,Top,Jungle,4,2
Quinn,RekSai,2016,Spring,blue,Top,Jungle,4,2
Kennen,RekSai,2016,Spring,blue,Top,Jungle,1,1
Gangplank,Graves,2016,Spring,blue,Top,Jungle,8,6
Kennen,Graves,2016,Spring,blue,Top,Jungle,1,1
Shen,Nidalee,2016,Spring,blue,Top,Jungle,2,2
Quinn,Graves,2016,Spring,blue,Top,Jungle,3,1
Gangplank,Nidalee,2016,Spring,blue,Top,Jungle,12,4
Fiora,Graves,2016,Spring,blue,Top,Jungle,12,9
Maokai,LeeSin,2016,Spring,blue,Top,Jungle,4,2
Fiora,Kindred,2016,Spring,blue,Top,Jungle,5,1
Quinn,LeeSin,2016,Spring,blue,Top,Jungle,3,1
Rammus,Elise,2016,Spring,blue,Top,Jungle,3,2
Malphite,Rumble,2016,Spring,blue,Top,Jungle,1,0
Nautilus,RekSai,2016,Spring,blue,Top,Jungle,9,1
Rammus,LeeSin,2016,Spring,blue,Top,Jungle,3,3
Nasus,LeeSin,2016,Spring,blue,Top,Jungle,1,0
Rammus,Nidalee,2016,Spring,blue,Top,Jungle,3,2
Graves,Sejuani,2016,Spring,blue,Top,Jungle,1,0
Renekton,Gragas,2016,Spring,blue,Top,Jungle,1,1
Fiora,Gragas,2016,Spring,blue,Top,Jungle,16,9
Ekko,LeeSin,2016,Summer,blue,Top,Jungle,4,1
Fizz,Elise,2016,Summer,blue,Top,Jungle,3,2
Nautilus,Nidalee,2016,Summer,blue,Top,Jungle,2,1
Gragas,Nidalee,2016,Summer,blue,Top,Jungle,6,6
Gragas,Khazix,2016,Summer,blue,Top,Jungle,2,1
Irelia,Kindred,2016,Summer,blue,Top,Jungle,7,2
Gragas,LeeSin,2016,Summer,blue,Top,Jungle,1,1
Poppy,Elise,2016,Summer,blue,Top,Jungle,18,10
Olaf,Elise,2016,Summer,blue,Top,Jungle,4,1
Poppy,RekSai,2016,Summer,blue,Top,Jungle,11,7
Gragas,Graves,2016,Summer,blue,Top,Jungle,3,0
Nautilus,Elise,2016,Summer,blue,Top,Jungle,1,0
Olaf,Kindred,2016,Summer,blue,Top,Jungle,1,1
Illaoi,RekSai,2016,Summer,blue,Top,Jungle,2,1
Olaf,RekSai,2016,Summer,blue,Top,Jungle,3,1
Gnar,LeeSin,2016,Summer,blue,Top,Jungle,3,2
Gragas,Elise,2016,Summer,blue,Top,Jungle,2,1
Gragas,Hecarim,2016,Summer,blue,Top,Jungle,1,0
Gnar,Graves,2016,Summer,blue,Top,Jungle,6,3
Gnar,Kindred,2016,Summer,blue,Top,Jungle,6,5
Swain,Nidalee,2016,Summer,blue,Top,Jungle,3,2
Lissandra,Hecarim,2016,Summer,blue,Top,Jungle,3,1
Rumble,LeeSin,2016,Summer,blue,Top,Jungle,5,3
Taliyah,RekSai,2016,Summer,blue,Top,Jungle,1,1
Swain,Olaf,2016,Summer,blue,Top,Jungle,1,0
Trundle,Nunu,2016,Summer,blue,Top,Jungle,1,0
Gangplank,Olaf,2016,Summer,blue,Top,Jungle,1,0
Irelia,Rumble,2016,Summer,blue,Top,Jungle,1,1
Malzahar,Hecarim,2016,Summer,blue,Top,Jungle,2,2
Irelia,Hecarim,2016,Summer,blue,Top,Jungle,2,1
Akali,Hecarim,2016,Summer,blue,Top,Jungle,1,0
Shen,Rumble,2016,Summer,blue,Top,Jungle,1,0
Shen,Rengar,2016,Summer,blue,Top,Jungle,1,0
Shen,LeeSin,2016,Summer,blue,Top,Jungle,3,2
Fiora,Olaf,2016,Summer,blue,Top,Jungle,1,0
Maokai,Elise,2016,Spring,blue,Top,Jungle,12,7
Gragas,Kindred,2016,Spring,blue,Top,Jungle,2,2
Ekko,Graves,2016,Spring,blue,Top,Jungle,9,5
Ekko,LeeSin,2016,Spring,blue,Top,Jungle,3,2
Trundle,Graves,2016,Spring,blue,Top,Jungle,7,5
Maokai,Kindred,2016,Spring,blue,Top,Jungle,17,8
Ekko,Kindred,2016,Spring,blue,Top,Jungle,11,6
Ekko,Elise,2016,Summer,blue,Top,Jungle,18,8
Kennen,Gragas,2016,Summer,blue,Top,Jungle,1,0
Gangplank,Elise,2016,Summer,blue,Top,Jungle,13,5
Renekton,Elise,2016,Summer,blue,Top,Jungle,3,0
Maokai,Nocturne,2017,Spring,blue,Top,Jungle,1,1
Camille,Rumble,2017,Spring,blue,Top,Jungle,2,2
Kled,Ivern,2017,Spring,blue,Top,Jungle,1,0
Rumble,Hecarim,2017,Spring,blue,Top,Jungle,1,0
Illaoi,RekSai,2017,Spring,blue,Top,Jungle,2,0
Poppy,Ivern,2017,Spring,blue,Top,Jungle,8,7
Shen,Ivern,2017,Spring,blue,Top,Jungle,10,6
Maokai,Ivern,2017,Spring,blue,Top,Jungle,11,8
Trundle,Ivern,2017,Spring,blue,Top,Jungle,1,1
Camille,Olaf,2017,Spring,blue,Top,Jungle,4,1
Gangplank,LeeSin,2017,Spring,blue,Top,Jungle,4,3
Fiora,Ivern,2017,Spring,blue,Top,Jungle,4,0
Rumble,Warwick,2017,Spring,blue,Top,Jungle,3,2
Gangplank,Ivern,2017,Spring,blue,Top,Jungle,1,1
Kled,LeeSin,2017,Spring,blue,Top,Jungle,8,4
Maokai,Camille,2017,Spring,blue,Top,Jungle,2,0
Renekton,Nidalee,2017,Spring,blue,Top,Jungle,1,1
Fiora,LeeSin,2017,Spring,blue,Top,Jungle,5,2
Gnar,Khazix,2017,Spring,blue,Top,Jungle,1,0
Kennen,Rengar,2017,Spring,blue,Top,Jungle,5,3
Kennen,Graves,2017,Spring,blue,Top,Jungle,10,4
Gnar,Rengar,2017,Spring,blue,Top,Jungle,3,2
Gnar,LeeSin,2017,Spring,blue,Top,Jungle,3,2
Nautilus,Rumble,2017,Spring,blue,Top,Jungle,2,0
Gragas,Elise,2017,Spring,blue,Top,Jungle,8,4
Gnar,Graves,2017,Spring,blue,Top,Jungle,1,1
Camille,Shaco,2017,Spring,blue,Top,Jungle,1,0
Gragas,Shaco,2017,Spring,blue,Top,Jungle,1,0
Fizz,Graves,2017,Spring,blue,Top,Jungle,2,2
Teemo,Elise,2017,Spring,blue,Top,Jungle,1,0
Fizz,Rengar,2017,Spring,blue,Top,Jungle,3,0
Kennen,Elise,2017,Spring,blue,Top,Jungle,6,4
Gragas,Khazix,2017,Spring,blue,Top,Jungle,14,8
Gragas,Ivern,2017,Spring,blue,Top,Jungle,4,3
Gnar,Elise,2017,Spring,blue,Top,Jungle,7,4
Camille,Ivern,2017,Spring,blue,Top,Jungle,8,7
Shen,Gragas,2017,Spring,blue,Top,Jungle,6,3
Akali,Elise,2017,Summer,blue,Top,Jungle,1,0
Gnar,Graves,2017,Summer,blue,Top,Jungle,1,0
Gragas,Elise,2017,Summer,blue,Top,Jungle,12,5
JarvanIV,LeeSin,2017,Summer,blue,Top,Jungle,19,10
Rumble,Zac,2017,Summer,blue,Top,Jungle,14,8
Jayce,Graves,2017,Summer,blue,Top,Jungle,4,2
Fiora,Ivern,2017,Summer,blue,Top,Jungle,1,1
Galio,Warwick,2017,Summer,blue,Top,Jungle,1,1
JarvanIV,Zac,2017,Summer,blue,Top,Jungle,22,17
Shen,Warwick,2017,Summer,blue,Top,Jungle,4,3
Renekton,Warwick,2017,Summer,blue,Top,Jungle,3,1
Kled,LeeSin,2017,Summer,blue,Top,Jungle,11,6
Fiora,Warwick,2017,Summer,blue,Top,Jungle,2,1
Gnar,Khazix,2017,Summer,blue,Top,Jungle,3,1
Gnar,Warwick,2017,Summer,blue,Top,Jungle,4,1
Gnar,LeeSin,2017,Summer,blue,Top,Jungle,6,3
Rumble,Nidalee,2017,Summer,blue,Top,Jungle,1,0
Jayce,RekSai,2017,Summer,blue,Top,Jungle,5,2
Camille,RekSai,2017,Summer,blue,Top,Jungle,11,6
Jax,Gragas,2017,Summer,blue,Top,Jungle,4,2
Rumble,Chogath,2017,Summer,blue,Top,Jungle,2,2
JarvanIV,Kayn,2017,Summer,blue,Top,Jungle,3,1
JarvanIV,Warwick,2017,Summer,blue,Top,Jungle,4,3
Chogath,Khazix,2017,Summer,blue,Top,Jungle,7,7
Gnar,Sejuani,2017,Summer,blue,Top,Jungle,20,10
Gnar,Chogath,2017,Summer,blue,Top,Jungle,5,3
Camille,JarvanIV,2017,Summer,blue,Top,Jungle,5,3
Rumble,Gragas,2017,Summer,blue,Top,Jungle,6,4
Gnar,Kayn,2017,Summer,blue,Top,Jungle,1,0
Chogath,Kayn,2017,Summer,blue,Top,Jungle,4,2
Chogath,Sejuani,2017,Summer,blue,Top,Jungle,20,12
Irelia,Gragas,2017,Summer,blue,Top,Jungle,1,0
Chogath,Elise,2017,Summer,blue,Top,Jungle,5,1
Galio,Kayn,2017,Summer,blue,Top,Jungle,1,0
Gnar,Poppy,2017,Summer,blue,Top,Jungle,1,0
Ekko,Draven,2017,Summer,blue,Top,Jungle,1,1
Yasuo,Malphite,2017,Summer,blue,Top,Jungle,1,0
Rumble,Maokai,2017,Summer,blue,Top,Jungle,4,3
Bard,Fiddlesticks,2017,Summer,blue,Top,Jungle,1,0
Nocturne,Bard,2017,Summer,blue,Top,Jungle,1,1
Maokai,Zac,2017,Summer,blue,Top,Jungle,2,1
Camille,Elise,2017,Summer,blue,Top,Jungle,10,7
Trundle,Nunu,2017,Summer,blue,Top,Jungle,1,0
Renekton,Sejuani,2017,Summer,blue,Top,Jungle,5,2
Maokai,Sejuani,2017,Summer,blue,Top,Jungle,14,4
Shyvana,Sejuani,2015,Spring,blue,Top,Jungle,1,0
Shyvana,Gragas,2015,Spring,blue,Top,Jungle,1,1
Gnar,Sion,2015,Spring,blue,Top,Jungle,1,0
Rumble,Khazix,2015,Spring,blue,Top,Jungle,2,1
Rumble,Pantheon,2015,Spring,blue,Top,Jungle,1,1
Sion,JarvanIV,2015,Spring,blue,Top,Jungle,6,3
Lulu,JarvanIV,2015,Spring,blue,Top,Jungle,4,3
Lulu,Rengar,2015,Spring,blue,Top,Jungle,2,1
DrMundo,LeeSin,2015,Spring,blue,Top,Jungle,4,2
Kassadin,JarvanIV,2015,Spring,blue,Top,Jungle,5,4
Maokai,Khazix,2015,Spring,blue,Top,Jungle,4,0
Hecarim,Rengar,2015,Spring,blue,Top,Jungle,1,0
Nidalee,Vi,2015,Spring,blue,Top,Jungle,1,1
Hecarim,Udyr,2015,Spring,blue,Top,Jungle,1,1
Sion,Nunu,2015,Spring,blue,Top,Jungle,2,2
Nautilus,JarvanIV,2015,Spring,blue,Top,Jungle,1,0
Morgana,Gragas,2015,Spring,blue,Top,Jungle,1,0
Gnar,Nautilus,2015,Spring,blue,Top,Jungle,2,1
Hecarim,JarvanIV,2015,Spring,blue,Top,Jungle,5,2
Kassadin,RekSai,2015,Summer,blue,Top,Jungle,2,0
Kennen,Sejuani,2015,Summer,blue,Top,Jungle,1,0
RekSai,LeeSin,2015,Summer,blue,Top,Jungle,1,0
Nunu,Sejuani,2015,Summer,blue,Top,Jungle,1,1
RekSai,Evelynn,2015,Summer,blue,Top,Jungle,1,0
Ryze,Nidalee,2015,Summer,blue,Top,Jungle,2,2
Fizz,Rengar,2015,Summer,blue,Top,Jungle,1,1
Hecarim,LeeSin,2015,Summer,blue,Top,Jungle,3,3
Ryze,Nunu,2015,Summer,blue,Top,Jungle,2,1
Riven,Gragas,2015,Summer,blue,Top,Jungle,2,2
Maokai,Fizz,2015,Summer,blue,Top,Jungle,1,0
Morgana,RekSai,2015,Summer,blue,Top,Jungle,1,1
Rumble,Rengar,2015,Summer,blue,Top,Jungle,2,2
Riven,RekSai,2015,Summer,blue,Top,Jungle,5,3
Riven,Nidalee,2015,Summer,blue,Top,Jungle,1,1
Vladimir,LeeSin,2015,Summer,blue,Top,Jungle,1,0
Nautilus,Evelynn,2015,Summer,blue,Top,Jungle,1,1
Renekton,RekSai,2015,Summer,blue,Top,Jungle,1,0
DrMundo,LeeSin,2015,Summer,blue,Top,Jungle,1,0
Rumble,Nidalee,2015,Summer,blue,Top,Jungle,2,0
Fizz,Ekko,2015,Summer,blue,Top,Jungle,1,1
Ryze,JarvanIV,2015,Summer,blue,Top,Jungle,2,0
Nautilus,LeeSin,2015,Summer,blue,Top,Jungle,1,0
Shen,Ekko,2015,Summer,blue,Top,Jungle,2,2
Fizz,Evelynn,2015,Summer,blue,Top,Jungle,2,1
Maokai,Trundle,2015,Summer,blue,Top,Jungle,1,1
Hecarim,Fizz,2015,Summer,blue,Top,Jungle,1,0
Hecarim,Nidalee,2015,Summer,blue,Top,Jungle,1,1
Yasuo,Elise,2015,Summer,blue,Top,Jungle,1,1
Riven,LeeSin,2015,Summer,blue,Top,Jungle,1,0
Malphite,Gragas,2015,Summer,blue,Top,Jungle,2,2
Malphite,RekSai,2015,Summer,blue,Top,Jungle,3,2
Malphite,Elise,2015,Summer,blue,Top,Jungle,6,4
Fiora,Gragas,2015,Summer,blue,Top,Jungle,5,2
Gnar,Elise,2016,Spring,blue,Top,Jungle,8,4
Lissandra,Nidalee,2016,Spring,blue,Top,Jungle,1,0
Quinn,Kindred,2016,Spring,blue,Top,Jungle,1,1
Maokai,RekSai,2016,Spring,blue,Top,Jungle,1,0
Olaf,RekSai,2016,Spring,blue,Top,Jungle,4,2
Quinn,Evelynn,2016,Spring,blue,Top,Jungle,1,0
Lulu,Graves,2016,Spring,blue,Top,Jungle,6,2
Hecarim,Elise,2016,Spring,blue,Top,Jungle,1,0
TahmKench,Kindred,2016,Spring,blue,Top,Jungle,3,0
Gnar,RekSai,2016,Spring,blue,Top,Jungle,7,6
Lulu,RekSai,2016,Spring,blue,Top,Jungle,5,0
Morgana,RekSai,2016,Spring,blue,Top,Jungle,1,0
Kennen,Nocturne,2016,Spring,blue,Top,Jungle,1,1
Gangplank,LeeSin,2016,Spring,blue,Top,Jungle,3,1
Lissandra,Graves,2016,Spring,blue,Top,Jungle,4,1
Fiora,Udyr,2016,Spring,blue,Top,Jungle,1,0
Morgana,Rumble,2016,Spring,blue,Top,Jungle,1,0
Malphite,Nocturne,2016,Spring,blue,Top,Jungle,2,1
Lissandra,Kindred,2016,Spring,blue,Top,Jungle,1,0
Lulu,Kindred,2016,Spring,blue,Top,Jungle,4,2
Graves,Gragas,2016,Spring,blue,Top,Jungle,5,3
Gangplank,Sejuani,2016,Spring,blue,Top,Jungle,1,0
Kennen,Kindred,2016,Spring,blue,Top,Jungle,1,1
Maokai,Graves,2016,Spring,blue,Top,Jungle,13,10
Gragas,LeeSin,2016,Spring,blue,Top,Jungle,1,1
Kennen,Nidalee,2016,Spring,blue,Top,Jungle,1,1
Ryze,Elise,2016,Summer,blue,Top,Jungle,2,2
Swain,Ekko,2016,Summer,blue,Top,Jungle,1,0
Poppy,Nidalee,2016,Summer,blue,Top,Jungle,8,4
Maokai,Elise,2016,Summer,blue,Top,Jungle,19,10
Swain,Kindred,2016,Summer,blue,Top,Jungle,2,1
Ryze,Khazix,2016,Summer,blue,Top,Jungle,1,0
Ekko,Amumu,2016,Summer,blue,Top,Jungle,1,1
Trundle,LeeSin,2016,Summer,blue,Top,Jungle,1,0
Rumble,Kindred,2016,Summer,blue,Top,Jungle,2,1
Hecarim,Gragas,2016,Summer,blue,Top,Jungle,3,1
TahmKench,LeeSin,2016,Summer,blue,Top,Jungle,1,0
Teemo,Nidalee,2016,Summer,blue,Top,Jungle,1,0
